"sleep","totwrk","educ","male","marr","age","earns74","black","union","case","clerical","construc","gdhlth","inlf","leis1","leis2","leis3","smsa","lhrwage","lothinc","prot","rlxall","selfe","slpnaps","south","spsepay","spwrk75","worknrm","workscnd","exper","yngkid","yrsmarr","hrwage","agesq"
2496,1762,12,1,1,25,3500,0,0,323,0,0,1,1,5822,5662,5662,1,0.837247,9.453365,0,2656,0,2656,0,0,0,1762,0,7,0,1,2.309999,625
3098,2601,17,0,0,56,10500,0,0,324,0,0,0,1,4381,4231,4231,1,1.530395,7.131699,1,3248,0,3248,0,0,0,2601,0,33,0,0,4.620001,3136
2933,2513,12,1,1,28,0,0,0,325,0,0,1,1,4634,4634,4614,0,1.93586,9.839003,1,2953,0,2933,0,0,0,2513,0,10,1,6,6.930002,784
3195,1755,14,0,0,40,11750,0,0,326,0,0,1,1,5130,4755,4755,0,1.530395,0,1,3570,0,3570,0,0,0,1755,0,20,0,0,4.620001,1600
3213,2288,12,1,1,28,2500,0,0,327,0,0,1,1,4579,4519,4519,0,1.530395,9.132487,0,3273,0,3273,0,0,0,2288,0,10,0,4,4.620001,784
3015,2640,12,1,1,29,0,0,0,328,1,0,0,1,4425,4387,4199,0,1.530395,9.371694,1,3241,0,3053,0,0,0,2640,0,11,0,7,4.620001,841
3698,2518,17,1,1,33,18750,0,0,329,0,0,1,1,3864,3864,3779,1,1.93586,7.824446,0,3783,0,3698,0,0,0,2518,0,10,1,0,6.930002,1089
3488,1880,12,1,1,26,10500,0,1,330,0,0,1,1,4712,4712,4712,0,1.93586,8.657129,1,3488,0,3488,1,0,0,1830,50,8,0,5,6.930002,676
3335,2438,12,1,1,54,27500,0,0,331,0,0,1,1,4307,4247,4247,1,2.446686,8.517393,1,3395,0,3395,0,9000,1,2438,0,36,0,34,11.55001,2916
2965,2551,12,1,1,31,9500,0,1,332,0,0,1,1,4564,4564,4564,0,1.530395,9.132487,1,2965,0,2965,0,10000,1,2551,0,13,0,12,4.620001,961
3823,2300,13,1,1,56,13750,0,1,333,0,0,1,1,3957,3957,3957,1,1.93586,9.528867,1,3823,0,3823,0,14000,1,2300,0,37,0,29,6.930002,3136
3443,2996,17,0,0,25,10500,0,1,334,0,0,1,1,3641,3641,3453,0,1.530395,0,1,3631,0,3443,0,0,0,2996,0,2,0,0,4.620001,625
3560,2513,12,1,1,25,0,0,0,335,0,0,0,1,4007,4007,3932,0,1.530395,8.817446,1,3635,1,3560,0,2000,1,2513,0,7,0,4,4.620001,625
3461,2300,8,1,1,53,0,0,0,336,0,1,1,1,4319,4319,4319,0,1.93586,9.528867,1,3461,0,3461,0,0,0,2300,0,39,0,15,6.930002,2809
3178,2656,12,1,1,26,5500,0,0,337,0,0,1,1,4246,4246,4231,1,1.530395,9.282754,1,3193,0,3178,0,1100,1,2656,0,8,0,5,4.620001,676
3435,1920,15,1,1,24,5500,0,1,338,0,0,1,1,4725,4725,4725,1,1.530395,8.740497,0,3435,0,3435,0,8000,1,1920,0,3,0,1,4.620001,576
3211,1275,17,1,1,45,13750,0,1,339,0,0,1,1,5594,5406,5376,0,1.93586,7.824446,1,3429,0,3399,1,2000,1,1275,0,22,0,20,6.930002,2025
3635,465,10,0,1,52,4500,0,0,340,0,0,0,1,5980,5950,5950,0,0.837247,9.564583,1,3665,0,3665,0,0,0,465,0,36,0,34,2.309999,2704
3378,1125,15,0,1,23,21250,0,0,341,1,0,1,1,5577,5484,5484,1,1.585145,7.824446,0,3471,0,3471,1,10500,1,1125,0,2,1,5,4.879999,529
3780,1050,12,0,1,32,6750,0,0,342,1,0,1,1,5250,4412,4337,0,1.294727,9.159152,1,4693,0,4618,1,0,0,1050,0,14,0,15,3.649999,1024
2715,2850,17,0,1,49,13750,0,0,343,1,0,1,1,4515,4215,4215,0,1.20896,9.528867,1,3015,0,3015,0,50000,1,2850,0,26,0,25,3.349999,2401
3436,2250,12,0,0,44,13750,0,0,344,1,0,1,1,4394,4334,4334,0,1.838961,0,1,3496,0,3496,0,0,0,2250,0,26,0,0,6.289999,1936
3285,2451,13,1,1,24,6750,0,0,345,0,0,1,1,4344,4239,4239,0,1.976855,9.159152,1,3390,0,3390,0,3500,1,2076,375,5,0,2,7.220001,576
3203,2463,11,1,1,34,13750,0,0,346,0,0,1,1,4414,4414,4401,0,1.976855,7.824446,1,3216,0,3203,0,0,0,2463,0,17,0,15,7.220001,1156
3683,2150,14,1,1,54,11750,0,0,347,1,0,0,1,4247,4247,4247,0,1.976855,8.412055,1,3683,0,3683,0,11000,1,2150,0,34,0,31,7.220001,2916
3135,2325,12,1,1,40,13750,0,1,348,0,0,1,1,4620,4620,4620,1,1.976855,8.517393,0,3135,0,3135,0,5000,1,2325,0,22,0,16,7.220001,1600
3213,3273,8,0,1,48,9500,0,0,349,0,0,1,1,3594,3594,3556,1,1.479329,9.564583,1,3251,0,3213,1,1100,1,3273,0,34,0,0,4.389999,2304
3365,2203,15,0,0,27,10500,0,0,350,1,0,1,1,4512,4512,4512,1,1.536867,0,1,3365,0,3365,0,0,0,2203,0,6,1,0,4.649999,729
3278,1853,17,0,1,33,13750,0,0,351,0,0,1,1,4949,4929,4899,0,2.04122,10.26643,1,3328,0,3298,0,22000,1,1853,0,10,1,13,7.699997,1089
3150,3616,12,1,0,28,16250,0,1,352,0,0,1,1,3314,3001,3001,1,2.284421,0,0,3463,0,3463,0,0,0,3616,0,10,0,0,9.819999,784
3750,1963,16,0,1,62,0,0,0,353,0,0,0,1,4367,4367,4367,0,1.642873,10.07538,1,3750,0,3750,1,0,0,1963,0,40,0,38,5.170002,3844
3418,1126,17,0,0,64,6750,0,0,354,1,0,0,1,5536,3728,3728,1,1.196948,7.313887,1,5226,0,5226,0,0,0,1126,0,41,0,0,3.309999,4096
2910,2450,12,0,0,31,9500,0,0,355,1,0,1,1,4720,4570,4570,0,1.826161,0,1,3060,0,3060,1,0,0,2450,0,13,0,0,6.210001,961
3683,1125,16,1,1,29,13750,0,0,356,0,0,1,1,5272,5272,5272,0,1.826161,8.922792,1,3683,0,3683,1,7950,1,1125,0,7,0,3,6.210001,841
2311,3996,12,1,1,36,0,0,0,357,0,0,1,1,3773,3773,3773,1,2.016236,9.839003,1,2311,0,2311,0,0,0,3996,0,18,0,13,7.510005,1296
3368,3071,8,1,1,44,16250,0,1,358,0,0,1,1,3641,3476,3463,0,2.016236,0,1,3546,0,3533,0,0,0,3071,0,30,0,24,7.510005,1936
3453,2325,12,1,0,43,8250,0,0,359,0,0,1,1,4302,4302,4302,0,2.016236,8.987322,1,3453,0,3453,1,0,0,2325,0,25,0,0,7.510005,1849
3870,2253,11,1,1,46,9500,0,0,360,0,0,1,1,3957,3897,3757,0,2.016236,10.04329,1,4070,0,3930,0,11000,1,2253,0,29,0,26,7.510005,2116
2921,2263,12,0,0,29,3500,0,0,361,1,0,1,1,4896,4896,4896,0,0.955511,0,1,2921,0,2921,0,0,0,2263,0,11,0,0,2.599999,841
3438,2206,14,1,0,28,10500,0,0,362,0,0,1,1,4436,4436,4436,0,1.648659,0,0,3438,0,3438,0,0,0,2151,55,8,0,0,5.200002,784
3775,2711,13,1,1,26,8250,0,1,363,0,0,0,1,3594,3594,3594,0,1.648659,8.987322,1,3775,0,3775,0,7000,1,2711,0,7,1,4,5.200002,676
2945,1263,10,0,1,62,13750,0,0,364,1,0,1,1,5872,5647,5647,1,0.262364,9.528867,1,3170,0,3170,0,13000,1,1263,0,46,0,42,1.3,3844
3270,1960,17,0,1,23,9500,0,0,365,0,0,1,1,4850,4850,4850,1,0.955511,8.817446,1,3270,0,3270,0,4000,1,1960,0,0,0,2,2.599999,529
3405,1470,16,0,0,35,8250,1,0,366,1,0,1,1,5205,5115,5115,1,1.648659,7.131699,1,3495,0,3495,0,0,0,1470,0,13,0,0,5.200002,1225
3533,2980,14,1,1,32,0,0,0,367,0,0,1,1,3567,3567,3567,0,1.648659,0,1,3533,0,3533,1,0,0,2980,0,12,1,7,5.200002,1024
3320,2085,12,1,1,44,0,0,0,368,0,0,1,1,4675,4675,4300,0,1.648659,9.371694,1,3695,0,3320,0,0,0,2085,0,26,0,12,5.200002,1936
3030,2270,12,0,0,29,6750,0,0,369,1,0,1,1,4780,4690,4690,0,1.137833,0,1,3120,0,3120,1,0,0,2270,0,11,0,0,3.12,841
3563,3391,12,1,1,42,6750,0,1,370,0,0,1,1,3126,2981,2981,0,1.648659,9.159152,1,3708,1,3708,0,0,0,3391,0,24,0,17,5.200002,1764
3470,1660,16,0,0,24,6750,1,0,371,1,0,1,1,4950,4950,4950,1,1.137833,0,1,3470,0,3470,0,0,0,1660,0,2,0,0,3.12,576
3130,2450,14,0,1,27,8250,0,0,372,0,0,1,1,4500,4260,4260,0,0.732368,8.612685,1,3370,0,3370,1,8250,1,2450,0,7,0,8,2.08,729
3660,1163,14,0,1,49,11750,0,0,373,0,0,0,1,5257,5197,5144,0,1.648659,8.412055,1,3773,0,3720,0,15000,1,1163,0,29,0,31,5.200002,2401
4113,1288,8,1,1,43,0,0,0,374,0,0,1,1,4679,4679,4339,0,0.732368,8.412055,1,4453,0,4113,1,0,0,1288,0,29,0,13,2.08,1849
2661,2485,14,1,1,40,5500,0,0,375,1,0,1,1,4934,4694,4694,0,1.291984,7.91972,1,2901,0,2901,1,4750,1,2425,60,20,0,9,3.640001,1600
2115,2050,12,0,1,27,9500,0,0,376,0,0,0,1,5915,5915,5840,1,1.543298,7.71913,1,2190,0,2115,0,8000,1,2050,0,9,0,0,4.679999,729
3240,1038,8,0,1,49,2500,0,0,377,0,0,1,1,5802,5652,5652,0,0.955511,9.528867,1,3390,0,3390,0,14000,1,1038,0,35,0,28,2.599999,2401
3480,1213,12,0,1,27,11750,0,1,378,1,0,1,1,5387,5387,5387,0,1.60342,8.412055,0,3480,0,3480,0,11500,1,1213,0,9,0,8,4.970001,729
4048,1558,12,0,1,26,16250,0,1,379,0,0,1,1,4474,4214,4101,0,1.061257,7.824446,1,4421,0,4308,0,26000,1,1558,0,8,0,5,2.890002,676
2956,1175,8,0,1,44,5500,0,1,380,0,0,0,1,5949,5949,5754,0,1.061257,9.491828,1,3151,0,2956,0,13000,1,1175,0,30,0,24,2.890002,1936
2985,0,15,0,1,31,11750,0,0,381,0,0,1,1,7095,6955,6955,1,1.061257,8.853808,0,3125,0,3125,0,12000,1,0,0,10,0,7,2.890002,961
2745,0,13,0,1,28,8250,0,1,382,1,0,0,1,7335,7297,7282,0,1.061257,8.987322,1,2798,0,2783,0,11000,1,0,0,9,1,4,2.890002,784
3405,2460,12,0,1,47,5500,0,0,383,0,0,1,1,4215,4155,4155,0,1.061257,9.282754,1,3465,0,3465,0,9000,1,2250,210,29,0,27,2.890002,2209
3158,2325,12,0,1,31,6750,1,0,384,0,0,1,1,4597,4522,4522,0,1.061257,8.853808,0,3233,0,3233,0,8000,1,2325,0,13,0,11,2.890002,961
3138,2488,12,0,1,33,4500,0,0,385,1,0,1,1,4454,4154,4154,0,1.061257,9.371694,0,3438,0,3438,0,8400,1,2488,0,15,0,14,2.890002,1089
3143,2288,12,0,1,55,8250,0,1,386,0,0,1,1,4649,4649,4479,0,1.247032,9.259226,1,3313,0,3143,0,12000,1,2288,0,37,0,35,3.479999,3025
2865,2251,12,0,1,24,0,0,0,387,0,0,1,1,4964,4401,4401,0,0.615186,0,1,3428,0,3428,0,0,0,2251,0,6,0,5,1.850001,576
3853,1173,16,0,1,23,2500,0,1,388,0,0,1,1,5054,5054,5054,0,1.308333,8.35491,0,3853,0,3853,0,7500,1,1173,0,1,0,3,3.700001,529
3435,2946,11,1,1,42,9500,0,0,389,0,0,1,1,3699,3669,3669,0,1.156881,9.132487,1,3465,0,3465,0,6000,1,2946,0,25,0,22,3.179999,1764
3221,1150,12,0,1,26,8250,0,1,390,0,0,1,1,5709,5529,5454,0,1.156881,8.987322,1,3476,0,3401,0,8000,1,1150,0,8,0,9,3.179999,676
3320,2193,14,0,0,25,6750,0,0,391,0,0,1,1,4567,4567,4567,1,1.156881,0,0,3320,0,3320,0,0,0,2193,0,5,0,0,3.179999,625
2633,2663,10,1,1,32,0,0,0,392,0,0,1,1,4784,4139,4071,0,0.463734,9.259226,1,3346,0,3278,0,0,0,2513,150,16,0,13,1.59,1024
3158,2413,12,0,1,33,16250,0,1,393,0,0,1,1,4509,4509,4479,0,1.156881,8.922792,1,3188,0,3158,1,16500,1,2413,0,15,0,15,3.179999,1089
3353,2475,8,0,1,62,6750,0,0,394,0,0,1,1,4252,4252,4252,0,1.156881,8.229777,1,3353,0,3353,0,0,0,2475,0,48,0,0,3.179999,3844
3350,2050,14,0,1,35,16250,0,0,395,1,0,1,1,4680,4605,4455,0,1.156881,0,0,3575,0,3425,0,0,0,2050,0,15,0,17,3.179999,1225
2580,2575,9,1,1,26,9500,0,1,396,0,0,1,1,4925,4925,4925,1,1.156881,0,1,2580,0,2580,0,0,0,2575,0,11,0,4,3.179999,676
3633,2170,12,0,1,44,5500,0,1,397,0,0,1,1,4277,4277,4277,0,0.978326,8.517393,1,3633,0,3633,1,0,0,2170,0,26,0,19,2.66,1936
3955,1763,9,0,1,48,4500,0,0,398,0,0,1,1,4362,4302,4052,0,0.722706,8.229777,1,4265,0,4015,1,7500,1,1763,0,33,0,32,2.06,2304
4215,2525,8,0,1,51,3500,0,0,399,0,0,0,1,3340,3025,2695,0,0.476234,6.908755,1,4860,0,4530,1,0,0,2525,0,37,0,0,1.61,2601
2733,3226,6,0,0,47,4500,0,1,400,0,0,1,1,4121,3873,3873,0,-0.616186,0,1,2981,0,2981,0,0,0,3226,0,35,0,0,0.5400001,2209
3270,0,12,0,1,43,13750,0,0,401,0,0,1,1,6810,6810,6810,0,-1.049822,9.210441,1,3270,1,3270,0,13000,1,0,0,25,0,24,0.3500001,1849
3128,2173,16,0,1,32,10500,0,0,402,0,0,1,1,4779,4704,4704,1,1.752672,8.657129,1,3203,0,3203,1,6000,1,2173,0,10,0,9,5.77,1024
3515,2843,13,1,1,24,6750,0,0,403,0,1,1,1,3722,3722,3609,0,1.896119,9.741028,1,3628,0,3515,1,7000,1,2843,0,5,0,4,6.659997,576
4068,2568,16,0,1,28,4500,0,0,404,0,0,1,1,3444,3409,3409,0,0.598836,0,1,4103,1,4103,0,9360,1,2568,0,6,0,0,1.819999,784
3885,913,14,0,1,33,5500,0,0,405,1,0,1,1,5282,5132,5057,0,0.598836,7.91972,1,4110,0,4035,1,9000,1,913,0,13,0,9,1.819999,1089
3410,1497,12,0,1,28,5500,0,0,406,1,0,1,1,5173,5113,5053,0,0.41871,9.282754,1,3530,0,3470,0,12000,1,1497,0,10,1,0,1.52,784
3641,2686,13,0,1,24,6750,0,0,407,0,0,1,1,3753,3603,3603,0,1.294727,9.741028,1,3791,0,3791,1,13800,1,2686,0,5,0,4,3.649999,576
4091,75,13,0,1,24,6750,0,0,408,1,0,1,1,5914,5824,5794,0,0.779325,9.159152,1,4211,0,4181,0,15000,1,0,75,5,0,2,2.18,576
2708,2325,12,0,1,49,8250,0,0,409,1,0,1,1,5047,5047,5017,1,1.607436,10.44147,1,2738,0,2708,0,23000,1,2325,0,31,0,27,4.99,2401
2640,2538,16,0,0,27,9500,1,0,410,0,0,1,1,4902,4797,4797,1,1.607436,6.908755,0,2745,1,2745,0,0,0,2538,0,5,0,0,4.99,729
2918,2038,16,1,0,23,4500,0,0,411,0,0,1,1,5124,5124,5124,0,1.607436,0,0,2918,0,2918,1,0,0,2038,0,1,0,0,4.99,529
2983,2025,12,0,1,32,9500,0,1,412,1,0,1,1,5072,5072,4979,0,1.627278,9.132487,1,3076,0,2983,0,10000,1,2025,0,14,0,12,5.090001,1024
3420,2205,11,1,0,39,6750,0,0,413,0,0,1,1,4455,4395,4057,0,1.406097,0,1,3818,0,3480,0,0,0,2205,0,22,0,0,4.08,1521
3322,1838,12,1,1,35,0,0,0,414,0,0,0,1,4920,4143,4068,0,1.054312,9.018089,1,4174,0,4099,1,0,0,1838,0,17,1,14,2.87,1225
3553,1570,12,0,1,24,11750,0,1,415,0,0,0,1,4957,4957,4957,1,1.137833,8.853808,0,3553,0,3553,0,13000,1,1570,0,6,0,4,3.12,576
3945,1125,12,0,1,33,11750,0,0,416,1,0,1,1,5010,4745,4745,0,1.83098,9.392745,1,4210,0,4210,1,15000,1,1125,0,15,0,0,6.239998,1089
3018,2388,16,1,1,40,27500,0,0,417,0,0,1,1,4674,4674,4674,1,2.747271,0,1,3018,0,3018,0,0,0,2388,0,18,0,16,15.6,1600
2870,1830,13,0,0,25,8250,0,0,418,1,0,1,1,5380,5080,5080,1,1.83098,0,0,3170,0,3170,0,0,0,1830,0,6,0,0,6.239998,625
2891,2163,12,0,1,30,8250,0,1,419,0,0,1,1,5026,5026,5026,0,1.83098,9.64866,1,2891,0,2891,0,0,0,2163,0,12,1,9,6.239998,900
3323,1370,16,0,1,24,13750,0,0,420,0,0,1,1,5387,5387,5387,1,1.83098,9.528867,1,3323,0,3323,0,13500,1,1370,0,2,0,3,6.239998,576
3155,3075,16,1,1,25,13750,0,0,421,0,0,1,1,3850,3850,3850,1,2.013569,9.528867,1,3155,0,3155,0,12000,1,3075,0,3,0,3,7.490002,625
4110,2505,12,0,0,34,5500,0,1,422,0,0,1,1,3465,3390,3360,0,1.353254,0,0,4215,0,4185,0,0,0,2505,0,16,0,0,3.869998,1156
3328,2146,12,0,1,52,9500,0,0,423,0,0,1,1,4606,4606,4606,0,1.474763,9.371694,0,3328,0,3328,0,17000,1,2146,0,34,0,27,4.37,2704
3015,1975,15,1,1,25,3500,0,0,424,0,0,1,1,5090,5030,5005,0,1.726332,8.699681,0,3100,0,3075,1,600,1,1975,0,4,1,3,5.620002,625
3195,1650,16,1,1,37,21250,0,0,425,0,0,1,1,5235,5235,5235,1,2.419479,0,0,3195,0,3195,0,0,0,1650,0,15,1,7,11.24,1369
2710,2775,17,1,1,26,9500,0,0,426,0,0,1,1,4595,4550,4550,1,0.916291,8.817446,1,2755,0,2755,0,6000,1,2658,117,3,0,2,2.500001,676
2890,2380,12,0,0,26,6750,0,1,427,0,0,1,1,4810,4690,4690,1,1.321756,7.313887,1,3010,0,3010,0,0,0,2380,0,8,0,0,3.750001,676
3578,1321,12,1,1,65,0,0,0,428,0,0,1,1,5181,4638,4638,0,0.223144,9.371694,1,4121,0,4121,0,0,0,1013,308,47,0,35,1.250001,4225
2708,2458,12,0,1,32,1000,1,0,429,1,0,1,1,4914,4914,4914,1,0.993252,8.888895,1,2708,0,2708,0,8100,1,2458,0,14,0,0,2.700001,1024
4100,3170,10,1,1,27,6750,0,1,430,0,0,1,1,2810,2810,2810,0,1.321756,0,0,4100,0,4100,0,0,0,3170,0,11,1,2,3.750001,729
3818,360,4,0,0,57,1000,0,0,431,0,0,1,1,5902,5872,5807,0,-0.967584,0,1,3913,0,3848,1,0,0,360,0,47,0,0,0.38,3249
3060,750,8,0,1,36,2500,0,0,432,0,0,1,1,6270,6270,6270,0,0.518794,8.987322,1,3060,0,3060,1,0,0,750,0,22,0,16,1.68,1296
3765,2100,13,1,1,51,4500,1,0,433,0,0,1,1,4215,3955,3880,1,1.348073,8.517393,1,4100,0,4025,1,5250,1,2100,0,32,0,0,3.849999,2601
2710,2368,11,0,1,52,13750,0,1,434,0,0,1,1,5002,4819,4744,0,1.954445,8.922792,1,2968,0,2893,0,18500,1,2318,50,35,0,35,7.059999,2704
3753,1325,17,0,1,24,6750,0,0,435,1,0,1,1,5002,5002,4947,0,0.587787,0,0,3808,0,3753,0,0,0,1325,0,1,0,1,1.800001,576
3943,2451,12,0,1,27,11750,1,0,436,1,0,1,1,3686,3686,3626,0,0.587787,0,1,4003,0,3943,0,11900,1,2451,0,9,0,4,1.800001,729
3505,1993,13,0,1,29,3500,0,1,437,1,0,1,1,4582,4494,4464,0,0.593327,9.632401,1,3623,0,3593,0,18500,1,1993,0,10,0,10,1.81,841
3693,2533,13,1,1,30,8250,0,1,438,0,0,0,1,3854,3854,3629,0,1.611436,8.160804,1,3918,0,3693,1,0,0,2533,0,11,0,6,5.010001,900
3150,1671,12,0,1,30,6750,1,0,439,1,0,1,1,5259,5259,5111,1,1.492904,8.517393,1,3298,0,3150,0,6000,1,1671,0,12,0,7,4.449999,900
2780,1950,16,1,0,33,16250,0,0,440,0,0,1,1,5350,5350,5350,0,1.585145,0,0,2780,0,2780,0,0,0,1950,0,11,0,0,4.879999,1089
2955,1313,11,1,1,37,13750,0,0,441,0,0,1,1,5812,5812,5317,1,2.017566,8.922792,0,3450,0,2955,0,3000,1,1313,0,20,0,16,7.519999,1369
2948,1813,14,0,0,27,6750,0,0,442,1,0,1,1,5319,5174,5174,1,1.48614,0,0,3093,0,3093,0,0,0,1813,0,7,0,0,4.420002,729
3045,2049,12,1,1,37,13750,0,0,443,1,0,1,1,4986,4986,4986,1,1.819699,0,0,3045,0,3045,0,360,1,2049,0,19,0,7,6.170002,1369
3595,1963,12,0,1,44,5500,0,0,444,0,0,1,1,4522,4462,4432,0,1.193922,9.491828,0,3685,0,3655,0,14500,1,1963,0,26,0,22,3.299999,1936
2985,0,8,1,1,62,16250,0,0,445,0,0,1,1,7095,7095,7095,0,1.530395,0,0,2985,0,2985,0,0,0,0,0,48,0,41,4.620001,3844
3346,2288,12,0,1,54,13750,0,0,446,1,0,1,1,4446,4446,4446,1,1.88707,9.528867,0,3346,0,3346,0,1500,1,2288,0,36,0,32,6.600002,2916
3195,2195,14,1,0,23,10500,0,0,447,1,0,1,1,4690,4690,4685,1,1.599388,8.086718,0,3200,0,3195,0,0,0,2195,0,3,0,0,4.950002,529
3073,2088,12,0,0,42,13750,0,0,448,1,0,1,1,4919,4829,4329,1,1.88707,0,0,3663,0,3163,0,0,0,2088,0,24,0,0,6.600002,1764
3608,2100,12,0,0,32,18750,0,0,449,0,0,1,1,4372,4372,4372,1,2.357073,0,0,3608,0,3608,0,0,0,2100,0,14,0,0,10.56,1024
2928,2606,17,1,0,28,13750,0,0,450,0,0,1,1,4546,4546,4546,0,0.970779,0,1,2928,0,2928,0,0,0,2606,0,5,0,0,2.64,784
3525,1875,12,0,1,32,0,1,0,451,1,0,1,1,4680,4680,4680,0,0.970779,9.528867,0,3525,0,3525,0,12000,1,1875,0,14,0,14,2.64,1024
3953,2351,14,0,1,57,18750,0,0,452,1,0,1,1,3776,3776,3776,1,1.193922,8.517393,1,3953,0,3953,1,20000,1,2351,0,37,0,34,3.299999,3249
3218,2300,13,0,1,50,13750,0,1,453,1,0,1,1,4562,4562,4517,1,2.069391,9.528867,1,3263,0,3218,0,27000,1,2300,0,31,0,29,7.919999,2500
3848,2126,17,0,0,35,6750,0,0,454,1,0,1,1,4106,4061,3984,1,1.376244,7.313887,1,3970,0,3893,0,0,0,2126,0,12,0,0,3.96,1225
3740,515,12,0,0,28,0,0,0,455,0,1,1,1,5825,5825,5825,1,1.193922,0,1,3740,0,3740,0,0,0,515,0,10,1,0,3.299999,784
3570,2560,12,0,1,60,5500,0,0,456,1,0,1,1,3950,3950,3830,0,0.970779,8.2943,1,3690,0,3570,0,0,0,2560,0,42,0,38,2.64,3600
3218,2026,17,0,0,39,18750,0,1,457,0,0,1,1,4836,4596,4596,0,2.417698,0,1,3458,0,3458,0,0,0,2026,0,16,0,0,11.22,1521
3255,2100,12,1,1,29,11750,0,1,458,0,0,1,1,4725,4725,4725,0,1.88707,8.412055,0,3255,0,3255,0,9500,1,2100,0,11,0,8,6.600002,841
3363,1673,12,1,0,43,8250,0,0,459,0,1,1,1,5044,4594,4519,1,1.043804,0,1,3888,0,3813,0,0,0,1223,450,25,0,0,2.84,1849
3286,2275,12,0,1,47,21250,0,0,460,0,0,1,1,4519,4519,4519,1,1.308333,8.740497,0,3286,0,3286,0,20000,1,2275,0,29,0,7,3.700001,2209
3255,2750,11,0,1,33,8250,0,0,461,0,0,1,1,4075,4075,3482,0,1.627278,9.259226,1,3848,1,3255,1,20000,1,2750,0,16,0,16,5.090001,1089
3548,2178,12,0,1,45,2500,0,0,462,1,0,1,1,4354,4354,4331,1,0.741937,9.328213,0,3571,0,3548,0,16000,1,2178,0,27,0,25,2.099999,2025
3181,1208,9,0,1,54,1000,0,0,463,0,0,1,1,5691,5691,5691,0,0.336472,9.282754,1,3181,1,3181,0,11800,1,1208,0,39,0,39,1.4,2916
3188,1175,12,0,1,45,2500,0,0,464,0,0,1,1,5717,5657,5657,0,0.364643,8.987322,0,3248,0,3248,0,11000,1,1175,0,27,0,0,1.44,2025
3318,0,14,0,1,51,8250,0,0,465,0,0,1,1,6762,6479,6191,1,1.791759,9.865318,1,3889,0,3601,0,19000,1,0,0,31,0,32,5.999997,2601
4030,2193,12,0,0,24,4500,0,0,466,0,0,1,1,3857,3857,3857,0,1.118415,9.132487,1,4030,0,4030,0,0,0,2193,0,6,1,0,3.06,576
2746,2288,9,0,1,32,13750,0,1,467,0,0,0,1,5046,5046,5026,0,1.061257,7.824446,0,2766,0,2746,0,14000,1,2288,0,17,0,14,2.890002,1024
3410,0,12,0,1,42,16250,0,0,468,1,0,1,1,6670,6670,6175,1,0.774727,7.824446,1,3905,0,3410,0,19000,1,0,0,24,0,23,2.17,1764
3943,2013,12,0,0,60,2500,0,0,469,0,0,1,1,4124,3979,3979,1,-0.040822,7.601402,1,4088,1,4088,0,0,0,2013,0,42,0,0,0.96,3600
2423,2138,11,0,0,48,2500,0,0,470,0,0,1,1,5519,5519,5369,0,0.652325,9.528867,1,2573,1,2423,0,0,0,2138,0,31,0,0,1.92,2304
3388,2233,12,0,1,39,13750,1,1,471,1,0,1,1,4459,4369,4369,1,1.163151,8.517393,0,3478,0,3478,0,15000,1,2233,0,21,0,16,3.200001,1521
3280,1905,16,0,1,36,4500,0,0,472,0,0,1,1,4895,4895,4895,1,1.337629,9.726214,0,3280,0,3280,0,0,0,1905,0,14,0,14,3.809999,1296
3376,375,13,0,1,56,3500,0,1,473,1,0,1,1,6329,6329,6329,0,1.166271,9.23513,1,3376,0,3376,0,18000,1,375,0,37,0,37,3.21,3136
3458,1538,12,0,1,48,13750,0,1,474,0,0,1,1,5084,5084,5084,0,0.837247,8.517393,0,3458,0,3458,0,16000,1,1538,0,30,0,27,2.309999,2304
3710,788,16,0,1,34,18750,0,0,475,0,0,1,1,5582,5582,5582,1,0.837247,8.517393,0,3710,0,3710,0,18000,1,788,0,12,0,15,2.309999,1156
3196,2293,10,0,1,33,6750,0,0,476,0,0,1,1,4591,4078,4033,0,0.431782,0,1,3754,0,3709,0,0,0,2293,0,17,0,0,1.539999,1089
3206,838,17,1,0,48,5500,0,0,477,0,0,0,1,6036,6006,5641,0,1.308333,0,1,3601,0,3236,0,0,0,838,0,25,0,0,3.700001,2304
2881,2866,8,1,1,31,5500,0,0,478,0,0,1,1,4333,3160,3160,1,0.770108,0,1,4054,0,4054,0,0,0,2866,0,17,1,11,2.159999,961
3113,2031,10,0,1,56,2500,0,0,479,0,0,1,1,4936,4831,4831,0,0.593327,9.328213,1,3218,0,3218,1,13500,1,2031,0,40,0,36,1.81,3136
3128,1738,11,0,1,46,2500,0,0,480,0,0,1,1,5214,5214,5051,0,0.797507,9.528867,1,3291,0,3128,1,14000,1,1738,0,29,0,26,2.22,2116
3203,1525,10,0,1,38,0,1,0,481,1,0,1,1,5352,5247,5237,1,-0.083382,9.259226,1,3318,0,3308,0,0,0,1525,0,22,0,21,0.9199997,1444
3330,330,12,0,1,23,1000,0,0,482,1,0,0,1,6420,5935,5885,1,1.018847,9.282754,1,3865,0,3815,0,12000,1,330,0,5,0,2,2.769999,529
4180,2570,10,1,0,30,13750,0,0,483,0,0,1,1,3330,3150,3150,0,2.811208,8.922792,1,4360,1,4360,0,0,0,2570,0,14,0,0,16.63,900
